Name,Year.of.deployment,Type.of.wreck,Location.Country,Location.City.State.Province,Location.Water.Body,Depth,Latitude,Longitude,Accuracy,Last.update,Source,Notes,ISO.Country.Code,ISO.Country.Code.1,ISO.Country.Code.state.province,ID,calcite,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,damax,damean,damin,dissox,nitrate,parmax,parmean,ph,phos,salinity,silicate,sstmax,sstmean,sstmin,sstrange,Wreck.Category,Protected.Area,Name.Protected.Area,Near.Coral.ID,Distance.Coral,Near.Aquarium.Name,Distance.Aquarium,Last.update.Year,Last.update.Month,Last.update.Day,Purpose.of.deployment,Method.of.sinking,Baseline.survey,Monitoring,Method.of.monitoring,Research.outcome,Life.span.years,Source.1,Min.Est.Lifespan,Max.Est.Lifespan
MV Miss Lourdies,2009,oil field supply vessel,USA, Florida,North Atlantic Ocean,43,26.3198,-80.05333,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1339,0.000112,0.218999997,0.155000001,0.093999997,0.125,0.680000007,0.578000009,0.486999989,0.045000002,0.037999999,0.029999999,4.688000202,0.419999987,52.52799988,40.9109993,8.208999634,0.073600002,36.14300156,1.475000024,30.26399994,26.86300087,23.80200005,6.461999893,tanker,0,0,40912,22.53475,Palm Beach Zoo at Dreher Park,38.37025425,2016,3,4,,,,,,,,,,
Celtic Crusader,2007,freighter,USA, Florida,North Atlantic Ocean,67,26.79833,-79.98983,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1340,0.000112,0.218999997,0.155000001,0.093999997,0.125,0.680000007,0.578000009,0.486999989,0.045000002,0.037999999,0.029999999,4.688000202,0.419999987,52.52799988,40.9109993,8.208999634,0.073600002,36.14300156,1.475000024,30.26399994,26.86300087,23.80200005,6.461999893,dry cargo vessel,0,0,40912,75.84339,Palm Beach Zoo at Dreher Park,16.65894218,2016,3,4,,,,,,,,,50,100
Donation Barge,2006,barge,USA, Florida,North Atlantic Ocean,64,26.79908,-79.99108,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1341,0.000705,0.533999979,0.421999991,0.263000011,0.270999998,0.663999975,0.547999978,0.453000009,0.072999999,0.064999998,0.050999999,4.691999912,0.379000008,52.88399887,40.19499969,8.211999893,0.077,36.14500046,1.393000007,29.64699936,26.26600075,23.09799957,6.548999786,service vessel,0,0,40912,75.907089,Palm Beach Zoo at Dreher Park,16.6740524,2016,3,4,,,,,,,,,50,100
Sylvina Express,2003,cargo ship,USA, Florida,North Atlantic Ocean,84,26.7945,-79.98617,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1342,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,dry cargo vessel,0,0,40912,75.479417,Palm Beach Zoo at Dreher Park,16.46538829,2016,3,4,,,,,,,,,50,100
M/V Zion Train,2003,freighter,USA, Florida,North Atlantic Ocean,27,26.96303,-80.00733,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1343,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,dry cargo vessel,1,Southeast U.S.,40912,93.732997,Palm Beach Zoo at Dreher Park,33.49528888,2016,3,4,,,,,,,,,50,100
Thozina,2002,ship,USA, Florida,North Atlantic Ocean,27,26.75167,-80.00983,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1344,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,other,0,0,40912,70.444347,Palm Beach Zoo at Dreher Park,11.18438265,2016,3,4,,,,,,,,,,
Gilbert Sea,2002,ship,USA, Florida,North Atlantic Ocean,27,26.75318,-80.01037,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1345,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,other,0,0,40912,70.603093,Palm Beach Zoo at Dreher Park,11.29915627,2016,3,4,,,,,,,,,,
St Jacques,2002,ship,USA, Florida,North Atlantic Ocean,27,26.75192,-80.01025,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1346,0.000105,0.107000001,0.107000001,0.107000001,0,0.842000008,0.675999999,0.535000026,0.033,0.033,0.033,4.686999798,0.43599999,52.26800156,39.99599838,8.208999634,0.071900003,36.12099838,1.508999944,30.08099937,26.65800095,23.36000061,6.721000195,other,0,0,40912,70.466276,Palm Beach Zoo at Dreher Park,11.18605671,2016,3,4,,,,,,,,,,
Shasha Boekanier,2002,freighter,USA, Florida,North Atlantic Ocean,27,26.75123,-80.0099,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1347,0.000118,0.224999994,0.174999997,0.112999998,0.112000003,0.644999981,0.578000009,0.49000001,0.046,0.041000001,0.033,4.68900013,0.412,53.06200027,40.625,8.208999634,0.075499997,36.15399933,1.457999945,30.2159996,26.85099983,23.80900002,6.407000065,dry cargo vessel,0,0,40912,70.395102,Palm Beach Zoo at Dreher Park,11.13928325,2016,3,4,,,,,,,,,50,100
M/V Castor,2001,freighter,USA, Florida,North Atlantic Ocean,33,26.47883,-80.03713,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1348,0.000109,0.234999999,0.170000002,0.107000001,0.128000006,0.805000007,0.651000023,0.510999978,0.048,0.039999999,0.032000002,4.684999943,0.444999993,52.38000107,39.7879982,8.208999634,0.070500001,36.11299896,1.52699995,30.13999939,26.86199951,23.83499908,6.304999828,dry cargo vessel,0,0,40912,40.142089,Palm Beach Zoo at Dreher Park,20.96037407,2016,3,4,,,,,,,,,50,100
Sea Mist II,2001,freighter,USA, Florida,North Atlantic Ocean,64,26.95813,-79.9851,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1349,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,dry cargo vessel,0,0,40912,93.446116,Palm Beach Zoo at Dreher Park,33.44315559,2016,3,4,,,,,,,,,50,100
United Caribbean,2000,freighter,USA, Florida,North Atlantic Ocean,21,26.32113,-80.05898,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1350,0.000705,0.533999979,0.421999991,0.263000011,0.270999998,0.663999975,0.547999978,0.453000009,0.072999999,0.064999998,0.050999999,4.691999912,0.379000008,52.88399887,40.19499969,8.211999893,0.077,36.14500046,1.393000007,29.64699936,26.26600075,23.09799957,6.548999786,dry cargo vessel,0,0,40912,22.561027,Palm Beach Zoo at Dreher Park,38.20419181,2016,3,4,,,,,,,,,50,100
Cross Current Barge,1998,barge,USA, Florida,North Atlantic Ocean,19,26.7615,-80.021,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1351,0.000112,0.218999997,0.155000001,0.093999997,0.125,0.680000007,0.578000009,0.486999989,0.045000002,0.037999999,0.029999999,4.688000202,0.419999987,52.52799988,40.9109993,8.208999634,0.073600002,36.14300156,1.475000024,30.26399994,26.86300087,23.80200005,6.461999893,service vessel,0,0,40912,71.38746,Palm Beach Zoo at Dreher Park,11.6252356,2016,3,4,,,,,,,,,50,100
Three Tugs,1998,tug,USA, Florida,North Atlantic Ocean,21,26.976,-80.01633,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,3 tugboats,USA,840,US-FL,1352,0.000105,0.107000001,0.107000001,0.107000001,0,0.842000008,0.675999999,0.535000026,0.033,0.033,0.033,4.686999798,0.43599999,52.26800156,39.99599838,8.208999634,0.071900003,36.12099838,1.508999944,30.08099937,26.65800095,23.36000061,6.721000195,service vessel,1,Southeast U.S.,40912,95.076802,Palm Beach Zoo at Dreher Park,34.76319259,2016,3,4,,,,,,,,,50,100
Ande Reef,1996,freighter,USA, Florida,North Atlantic Ocean,55,26.788,-79.99233,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1353,0.000705,0.533999979,0.421999991,0.263000011,0.270999998,0.663999975,0.547999978,0.453000009,0.072999999,0.064999998,0.050999999,4.691999912,0.379000008,52.88399887,40.19499969,8.211999893,0.077,36.14500046,1.393000007,29.64699936,26.26600075,23.09799957,6.548999786,dry cargo vessel,0,0,40912,74.674556,Palm Beach Zoo at Dreher Park,15.53622504,2016,3,4,,,,,,,,,50,100
Becks Reef,1996,freighter,USA, Florida,North Atlantic Ocean,24,26.48117,-80.03917,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1354,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,dry cargo vessel,0,0,40912,40.365042,Palm Beach Zoo at Dreher Park,20.67396983,2016,3,4,,,,,,,,,50,100
MG-111 Barge,1995,barge,USA, Florida,North Atlantic Ocean,18,26.97783,-80.02483,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1355,0.000112,0.218999997,0.155000001,0.093999997,0.125,0.680000007,0.578000009,0.486999989,0.045000002,0.037999999,0.029999999,4.688000202,0.419999987,52.52799988,40.9109993,8.208999634,0.073600002,36.14300156,1.475000024,30.26399994,26.86300087,23.80200005,6.461999893,service vessel,1,Southeast U.S.,40912,95.205476,Palm Beach Zoo at Dreher Park,34.84721102,2016,3,4,,,,,,,,,50,100
Murpghy Ii Barge,1994,barge,USA, Florida,North Atlantic Ocean,23,26.80217,-80.01833,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1356,0.000105,0.107000001,0.107000001,0.107000001,0,0.842000008,0.675999999,0.535000026,0.033,0.033,0.033,4.686999798,0.43599999,52.26800156,39.99599838,8.208999634,0.071900003,36.12099838,1.508999944,30.08099937,26.65800095,23.36000061,6.721000195,service vessel,1,Southeast U.S.,40912,75.894709,Palm Beach Zoo at Dreher Park,15.92431927,2016,3,4,,,,,,,,,50,100
Princess Anne,1993,ferry,USA, Florida,North Atlantic Ocean,30,26.77638,-79.99018,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1357,0.000109,0.252999991,0.179000005,0.108999997,0.143999994,0.848999977,0.686999977,0.558000028,0.050999999,0.041000001,0.032000002,4.688000202,0.432000011,52.92399979,40.73699951,8.208999634,0.072700001,36.12599945,1.501000047,30.06999969,26.77400017,23.42300034,6.646999836,passenger ship,0,0,40912,73.434211,Palm Beach Zoo at Dreher Park,14.54269571,2016,3,4,,,,,,,,,,
Swordfish,1992,vessel,USA, Florida,North Atlantic Ocean,24,26.47833,-80.03883,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1358,0.000109,0.234999999,0.170000002,0.107000001,0.128000006,0.805000007,0.651000023,0.510999978,0.048,0.039999999,0.032000002,4.684999943,0.444999993,52.38000107,39.7879982,8.208999634,0.070500001,36.11299896,1.52699995,30.13999939,26.86199951,23.83499908,6.304999828,other,0,0,40912,40.059841,Palm Beach Zoo at Dreher Park,20.99024029,2016,3,4,,,,,,,,,50,100
Boyton Kiwanis-Miller Lite Reef,1991,cargo ship,USA, Florida,North Atlantic Ocean,61,26.554,-80.01767,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1359,0.000705,0.533999979,0.421999991,0.263000011,0.270999998,0.663999975,0.547999978,0.453000009,0.072999999,0.064999998,0.050999999,4.691999912,0.379000008,52.88399887,40.19499969,8.211999893,0.077,36.14500046,1.393000007,29.64699936,26.26600075,23.09799957,6.548999786,dry cargo vessel,0,0,40912,48.679403,Palm Beach Zoo at Dreher Park,13.40244384,2016,3,4,,,,,,,,,50,100
Sea Emperor,1991,barge,USA, Florida,North Atlantic Ocean,20,26.32228,-80.05913,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1360,0.000112,0.218999997,0.155000001,0.093999997,0.125,0.680000007,0.578000009,0.486999989,0.045000002,0.037999999,0.029999999,4.688000202,0.419999987,52.52799988,40.9109993,8.208999634,0.073600002,36.14300156,1.475000024,30.26399994,26.86300087,23.80200005,6.461999893,service vessel,0,0,40912,22.683058,Palm Beach Zoo at Dreher Park,38.07643508,2016,3,4,,,,,,,,,50,100
Miss Jenny,1990,barge,USA, Florida,North Atlantic Ocean,27,26.96327,-80.0075,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1361,0.000112,0.218999997,0.155000001,0.093999997,0.125,0.680000007,0.578000009,0.486999989,0.045000002,0.037999999,0.029999999,4.688000202,0.419999987,52.52799988,40.9109993,8.208999634,0.073600002,36.14300156,1.475000024,30.26399994,26.86300087,23.80200005,6.461999893,service vessel,1,Southeast U.S.,40912,93.757725,Palm Beach Zoo at Dreher Park,33.51834649,2016,3,4,,,,,,,,,50,100
Classic Barge  P6,1989,barge,USA, Florida,North Atlantic Ocean,72,26.78833,-79.98967,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1362,0.000705,0.533999979,0.421999991,0.263000011,0.270999998,0.663999975,0.547999978,0.453000009,0.072999999,0.064999998,0.050999999,4.691999912,0.379000008,52.88399887,40.19499969,8.211999893,0.077,36.14500046,1.393000007,29.64699936,26.26600075,23.09799957,6.548999786,service vessel,0,0,40912,74.750448,Palm Beach Zoo at Dreher Park,15.6994056,2016,3,4,,,,,,,,,50,100
Classic Barge P1,1989,barge,USA, Florida,North Atlantic Ocean,84,26.79033,-79.985,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1363,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,service vessel,0,0,40912,75.041254,Palm Beach Zoo at Dreher Park,16.12706561,2016,3,4,,,,,,,,,50,100
Esso Bonaire,1989,tanker,USA, Florida,North Atlantic Ocean,27,26.96417,-80.008,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1364,0.000105,0.107000001,0.107000001,0.107000001,0,0.842000008,0.675999999,0.535000026,0.033,0.033,0.033,4.686999798,0.43599999,52.26800156,39.99599838,8.208999634,0.071900003,36.12099838,1.508999944,30.08099937,26.65800095,23.36000061,6.721000195,tanker,1,Southeast U.S.,40912,93.851875,Palm Beach Zoo at Dreher Park,33.60739758,2016,3,4,,,,,,,,,,
Eidsvag,1985,freighter,USA, Florida,North Atlantic Ocean,24,26.767,-80.00833,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1365,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,dry cargo vessel,0,0,40912,72.147731,Palm Beach Zoo at Dreher Park,12.73026961,2016,3,4,,,,,,,,,50,100
Bud Bar,1985,freighter,USA, Florida,North Atlantic Ocean,26,26.47917,-80.0385,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1366,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,dry cargo vessel,0,0,40912,40.156993,Palm Beach Zoo at Dreher Park,20.90288101,2016,3,4,,,,,,,,,50,100
Spearman's Barge,1978,barge,USA, Florida,North Atlantic Ocean,21,26.79317,-80.00583,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1367,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,service vessel,1,Southeast U.S.,40912,75.054993,Palm Beach Zoo at Dreher Park,15.44440859,2016,3,4,,,,,,,,,50,100
Mizpah,1968,yacht,USA, Florida,North Atlantic Ocean,27,26.78633,-80.016,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1368,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,yacht,1,Southeast U.S.,40912,74.17781,Palm Beach Zoo at Dreher Park,14.35380076,2016,3,4,,,,,,,,,,
Research Team Reef,1968,barge,USA, Florida,North Atlantic Ocean,21,26.78937,-80.01667,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1369,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,service vessel,1,Southeast U.S.,40912,74.504542,Palm Beach Zoo at Dreher Park,14.64378691,2016,3,4,,,,,,,,,50,100
Amaryllis,1968,freighter,USA, Florida,North Atlantic Ocean,24,26.78833,-80.016,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1370,0.000234,0.605000019,0.351999998,0.272000015,0.333000004,0.76700002,0.603999972,0.488999993,0.093000002,0.064999998,0.050000001,4.690999985,0.386999995,53.77299881,40.96500015,8.211999893,0.075000003,36.13600159,1.406999946,30.07299995,26.50300026,23.1420002,6.931000233,dry cargo vessel,1,Southeast U.S.,40912,74.397876,Palm Beach Zoo at Dreher Park,14.56013532,2016,3,4,,,,,,,,,50,100
Lake Worth Inlet,,barge,USA, Florida,North Atlantic Ocean,21,26.78933,-80.01667,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1371,0.011094,5.861000061,4.143000126,2.944000006,2.917000055,0.561999977,0.448000014,0.330000013,0.282000005,0.243000001,0.209999993,5.139999866,0.273999989,55.35100174,41.46300125,8.119000435,0.097199999,35.4679985,1.381000042,31.05599976,24.05800056,16.48200035,14.57400036,service vessel,1,Southeast U.S.,40912,74.50014,Palm Beach Zoo at Dreher Park,14.63964453,2016,3,4,,,,,,,,,50,100
Tso Paradise,,yacht,USA, Florida,North Atlantic Ocean,17,26.76317,-80.0215,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1372,0.012461,7.243000031,4.646999836,3.171999931,4.071000099,0.568000019,0.449999988,0.330000013,0.301999986,0.254000008,0.217999995,5.092999935,0.287999988,55.27600098,41.60200119,8.081000328,0.099699996,35.48799896,1.42900002,30.96800041,24.11100006,16.75099945,14.21700001,yacht,0,0,40912,71.565568,Palm Beach Zoo at Dreher Park,11.7741397,2016,3,4,,,,,,,,,,
"Pasco Reef #4-Hudson, Addition 1E",2008,sailboat,USA, Florida,Gulf of Mexico,8,28.37167,-82.95008,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1373,0.005401,5.77699995,2.575999975,1.460999966,4.315999985,0.591000021,0.460000008,0.331,0.243000001,0.187999994,0.150000006,5.125999928,0.284999996,55.63100052,41.86899948,8.119999886,0.097599998,35.52399826,1.386999965,31.06299973,24.00200081,16.4470005,14.61600018,other,0,0,10120,145.826003,ZooTampa at Lowry Park,61.69402979,2016,3,4,,,,,,,,,,
Reef Site #1,1982,barge,USA, Florida,Gulf of Mexico,9,28.25527,-82.95392,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1374,0.012461,7.243000031,4.646999836,3.171999931,4.071000099,0.568000019,0.449999988,0.330000013,0.301999986,0.254000008,0.217999995,5.092999935,0.287999988,55.27600098,41.60200119,8.081000328,0.099699996,35.48799896,1.42900002,30.96800041,24.11100006,16.75099945,14.21700001,service vessel,0,0,10120,147.229291,ZooTampa at Lowry Park,54.57696185,2016,3,4,,,,,,,,,50,100
County Site #2,1982,barge,USA, Florida,Gulf of Mexico,11,28.29225,-83.01833,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1375,0.012461,7.243000031,4.646999836,3.171999931,4.071000099,0.568000019,0.449999988,0.330000013,0.301999986,0.254000008,0.217999995,5.092999935,0.287999988,55.27600098,41.60200119,8.081000328,0.099699996,35.48799896,1.42900002,30.96800041,24.11100006,16.75099945,14.21700001,service vessel,0,0,10120,153.071361,ZooTampa at Lowry Park,62.09779188,2016,3,4,,,,,,,,,50,100
County Site #1 - Buoy S,1982,barge,USA, Florida,Gulf of Mexico,8,28.2553,-82.95753,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1376,0.005401,5.77699995,2.575999975,1.460999966,4.315999985,0.591000021,0.460000008,0.331,0.243000001,0.187999994,0.150000006,5.125999928,0.284999996,55.63100052,41.86899948,8.119999886,0.097599998,35.52399826,1.386999965,31.06299973,24.00200081,16.4470005,14.61600018,service vessel,0,0,10120,147.580438,ZooTampa at Lowry Park,54.88672998,2016,3,4,,,,,,,,,50,100
County Site #1 -Buoy P,1981,barge,USA, Florida,Gulf of Mexico,8,28.25117,-82.95753,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1377,0.012461,7.243000031,4.646999836,3.171999931,4.071000099,0.568000019,0.449999988,0.330000013,0.301999986,0.254000008,0.217999995,5.092999935,0.287999988,55.27600098,41.60200119,8.081000328,0.099699996,35.48799896,1.42900002,30.96800041,24.11100006,16.75099945,14.21700001,service vessel,0,0,10120,147.63737,ZooTampa at Lowry Park,54.66299145,2016,3,4,,,,,,,,,50,100
County Site #2,1980,barge,USA, Florida,Gulf of Mexico,12,28.29383,-83.01817,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1378,0.00077,1.20599997,0.550999999,0.218999997,0.986999989,0.660000026,0.518000007,0.379000008,0.097000003,0.072999999,0.045000002,5.061999798,0.344999999,56.18999863,42.0890007,8.130999565,0.096000001,35.72200012,1.406999946,30.72400093,24.45599937,17.85099983,12.87300014,service vessel,0,0,10120,153.039687,ZooTampa at Lowry Park,62.17202935,2016,3,4,,,,,,,,,50,100
County Site #1,1980,barge,USA, Florida,Gulf of Mexico,8,28.27917,-82.9575,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1379,0.00077,1.20599997,0.550999999,0.218999997,0.986999989,0.660000026,0.518000007,0.379000008,0.097000003,0.072999999,0.045000002,5.061999798,0.344999999,56.18999863,42.0890007,8.130999565,0.096000001,35.72200012,1.406999946,30.72400093,24.45599937,17.85099983,12.87300014,service vessel,0,0,10120,147.275899,ZooTampa at Lowry Park,56.23293583,2016,3,4,,,,,,,,,50,100
K2 Sailboat,2012,sailboat,USA, Florida,Gulf of Mexico,30,27.69595,-83.292,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1380,0.00077,1.20599997,0.550999999,0.218999997,0.986999989,0.660000026,0.518000007,0.379000008,0.097000003,0.072999999,0.045000002,5.061999798,0.344999999,56.18999863,42.0890007,8.130999565,0.096000001,35.72200012,1.406999946,30.72400093,24.45599937,17.85099983,12.87300014,other,0,0,10120,196.506437,Mote Marine Lab and Aquarium,81.23636835,2016,3,4,,,,,,,,,,
Silver Nail,2011,sailboat,USA, Florida,Gulf of Mexico,30,27.69613,-83.29132,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1381,0.00077,1.20599997,0.550999999,0.218999997,0.986999989,0.660000026,0.518000007,0.379000008,0.097000003,0.072999999,0.045000002,5.061999798,0.344999999,56.18999863,42.0890007,8.130999565,0.096000001,35.72200012,1.406999946,30.72400093,24.45599937,17.85099983,12.87300014,other,0,0,10120,196.437082,Mote Marine Lab and Aquarium,81.1878324,2016,3,4,,,,,,,,,,
WJ Shrimpboat,2009,shrimp boat,USA, Florida,Gulf of Mexico,30,27.69477,-83.29245,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1382,0.004139,5.882999897,2.259000063,0.998000026,4.885000229,0.573000014,0.458999991,0.351000011,0.246000007,0.171000004,0.122000001,5.109000206,0.30399999,55.56200027,41.62099838,8.126000404,0.095299996,35.56999969,1.388000011,31.00499916,24.15500069,16.80800056,14.19699955,fishing vessel,0,0,10120,196.600551,Mote Marine Lab and Aquarium,81.21071538,2016,3,4,,,,,,,,,,
Shrimp Boat Reef,2004,shrimp boat,USA, Florida,Gulf of Mexico,30,27.69585,-83.29262,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1383,0.005025,4.914999962,2.444999933,1.083999991,3.83100009,0.592000008,0.460000008,0.331999987,0.232999995,0.179000005,0.127000004,5.09100008,0.326000005,55.96500015,42.0019989,8.135000229,0.091600001,35.57699966,1.389999986,31.12800026,24.41600037,17.23800087,13.89000034,fishing vessel,0,0,10120,196.56676,Mote Marine Lab and Aquarium,81.28414515,2016,3,4,,,,,,,,,,
Veterans Reef,2004,barge,USA, Florida,Gulf of Mexico,12,28.04948,-83.01405,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1384,0.005025,4.914999962,2.444999933,1.083999991,3.83100009,0.592000008,0.460000008,0.331999987,0.232999995,0.179000005,0.127000004,5.09100008,0.326000005,55.96500015,42.0019989,8.135000229,0.091600001,35.57699966,1.389999986,31.12800026,24.41600037,17.23800087,13.89000034,service vessel,0,0,10120,157.435176,ZooTampa at Lowry Park,53.50557859,2016,3,4,,,,,,,,,50,100
Pinellas South Reef,2004,barge,USA, Florida,Gulf of Mexico,15,27.72272,-82.9764,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1385,0.005025,4.914999962,2.444999933,1.083999991,3.83100009,0.592000008,0.460000008,0.331999987,0.232999995,0.179000005,0.127000004,5.09100008,0.326000005,55.96500015,42.0019989,8.135000229,0.091600001,35.57699966,1.389999986,31.12800026,24.41600037,17.23800087,13.89000034,service vessel,0,0,10120,167.187181,Florida Aquarium,57.78747795,2016,3,4,,,,,,,,,50,100
